Sec	Nsec	OrientX	OrientY	OrientZ	OrientW	AngVelX	AngVelY	AngVelZ	AccX	AccY	AccZ
 1620114965	  685454996	0.01035	0.00024	0.63484	0.77257	0.00000	0.00000	0.00000	0.14365	0.20830	9.94192
 1620114965	  867508899	0.01355	-0.00043	0.63482	0.77253	0.00000	0.00000	0.00000	0.13707	0.19992	9.91738
 1620114965	  873508899	0.00782	0.00997	0.63472	0.77263	0.00000	0.00000	0.00000	0.14365	0.20949	9.95689
 1620114965	  983508899	0.01196	0.00128	0.63469	0.77267	0.00000	0.00000	0.00000	0.13108	0.19992	9.94252
 1620114966	   75508899	0.01112	0.00143	0.63452	0.77282	0.00000	0.00000	-0.00532	0.12689	0.19752	9.97365
 1620114966	  187508899	0.01429	0.00219	0.63432	0.77293	0.00000	0.00000	0.00000	0.14425	0.20171	9.92756
 1620114966	  280508899	0.01165	0.00158	0.63415	0.77312	0.00000	0.00000	-0.00532	0.13647	0.19573	9.94851
 1620114966	  401508899	0.01502	0.00221	0.63385	0.77330	0.00000	-0.00426	-0.00532	0.13108	0.19872	9.94372
 1620114966	  476508899	0.01376	0.00139	0.63369	0.77345	-0.00426	0.00000	-0.00639	0.12989	0.21967	9.91858
 1620114966	  577508899	0.01198	0.00068	0.63349	0.77365	0.00000	0.00000	-0.00639	0.13886	0.19453	9.95270
 1620114966	  642508899	0.01052	0.00123	0.63334	0.77379	0.00000	-0.00426	-0.00532	0.14186	0.18794	9.96706
 1620114966	  844508899	0.00767	0.00145	0.63309	0.77403	0.00000	0.00000	-0.00532	0.10714	0.19992	9.93893
 1620114966	  898508899	0.01246	0.00156	0.63275	0.77425	0.00000	0.00000	-0.00639	0.12929	0.20770	9.93713
 1620114966	  974508899	0.01182	0.00096	0.63259	0.77439	0.00000	0.00000	-0.00532	0.13527	0.19632	9.94491
 1620114967	   74508899	0.01057	0.00323	0.63233	0.77461	0.00000	0.00000	-0.00639	0.13288	0.19872	9.94192
 1620114967	  165508899	0.01195	0.00060	0.63214	0.77475	0.00000	0.00000	-0.00639	0.14006	0.19812	9.92816
 1620114967	  287508899	0.01274	0.00279	0.63181	0.77500	0.00000	0.00000	-0.00639	0.13647	0.19213	9.96826
 1620114967	  369508899	0.01207	0.00078	0.63166	0.77514	0.00000	0.00000	-0.00532	0.11612	0.19393	9.95808
 1620114967	  464508899	0.01188	0.00098	0.63146	0.77531	0.00000	0.00000	-0.00426	0.13408	0.19573	9.93235
 1620114967	  580508899	0.01290	0.00094	0.63126	0.77546	0.00000	0.00000	0.00000	0.12749	0.20530	9.96706
 1620114967	  675508899	0.01228	0.00185	0.63109	0.77561	0.00000	0.00000	-0.00532	0.13288	0.19752	9.91978
 1620114967	  885508899	0.01176	0.00129	0.63094	0.77574	0.00000	0.00000	-0.00426	0.11672	0.19992	9.95689
 1620114967	  896508899	0.01253	0.01393	0.63053	0.77594	0.00000	0.00000	-0.00426	0.12989	0.21428	9.94312
 1620114968	  648934944	0.01220	0.00129	0.63065	0.77596	0.00000	0.00000	0.00000	0.13827	0.19453	9.94491
 1620114968	  712934944	0.01154	0.00133	0.63066	0.77597	0.00000	0.00000	0.00000	0.12689	0.19812	9.96826
 1620114968	  729934944	0.01168	0.00157	0.63065	0.77597	0.00000	0.00426	0.00000	0.12809	0.21009	9.94970
 1620114968	  873934944	0.01143	0.00018	0.63067	0.77596	0.00000	0.00000	0.00000	0.10894	0.20231	9.93713
 1620114968	  991934944	0.01268	0.00165	0.63065	0.77595	0.00000	0.00000	0.00000	0.12510	0.20830	9.97305
 1620114969	   11934944	0.01121	0.00177	0.63066	0.77597	0.00000	0.00000	0.00000	0.10894	0.19154	9.95449
 1620114969	  173934944	0.01291	0.00046	0.63066	0.77594	0.00000	0.00000	0.00000	0.13707	0.21428	9.96048
 1620114969	  188934944	0.01268	0.00195	0.63065	0.77596	0.00000	0.00000	0.00000	0.12749	0.22206	9.97724
 1620114969	  454934944	0.01149	0.00109	0.63067	0.77596	0.00000	-0.00426	0.00000	0.12689	0.19094	9.92816
 1620114969	  489934944	0.01430	0.00304	0.63062	0.77595	0.00000	-0.00426	0.00000	0.12809	0.20530	9.94731
 1620114969	  490934944	0.01375	0.00261	0.63063	0.77595	0.00000	-0.00426	0.00000	0.13048	0.20770	9.97544
 1620114969	  759934944	0.01138	0.00051	0.63105	0.77566	0.00000	-0.00426	0.00532	0.13467	0.17597	9.95150
 1620114969	  915934944	0.00574	-0.00503	0.63139	0.77542	0.00000	0.00000	0.00532	0.13527	0.20949	9.95030
 1620114969	  925934944	0.00646	-0.00433	0.63140	0.77541	0.00000	0.00000	0.00639	0.13467	0.21907	9.93893
 1620114970	   90934944	0.01117	-0.00119	0.63169	0.77513	0.00000	0.00000	0.00532	0.14425	0.18136	9.95868
 1620114970	  105934944	0.01163	0.00023	0.63171	0.77511	0.00000	0.00000	0.00639	0.12151	0.20351	9.95748
 1620114970	  254934944	0.01211	0.00267	0.63203	0.77484	0.00000	0.00000	0.00532	0.11193	0.20291	9.96287
 1620114970	  267934944	0.01209	0.00163	0.63207	0.77481	0.00000	0.00000	0.00532	0.13767	0.20411	9.94252
 1620114970	  340934944	0.01180	0.00152	0.63223	0.77469	0.00000	0.00000	0.00639	0.12450	0.20051	9.91678
 1620114973	  260996028	0.01196	0.00204	0.64301	0.76575	0.00000	-0.00426	0.01383	0.12330	0.21069	9.94132
 1620114973	  468388116	0.01145	0.00188	0.64371	0.76517	0.00000	0.00000	0.00639	0.11612	0.19932	9.98442
 1620114973	  480388116	0.01204	0.00146	0.64377	0.76512	0.00000	0.00000	0.00851	0.14186	0.20231	9.97185
 1620114973	  646388116	0.01010	0.00190	0.64421	0.76478	0.00000	0.00000	0.00851	0.10056	0.18016	9.95329
 1620114973	  793388116	0.01185	0.00135	0.64466	0.76437	0.00000	0.00000	0.00745	0.11911	0.19992	9.96826
 1620114974	  343388116	0.03676	0.01573	0.64521	0.76296	-0.00532	0.00000	0.00000	0.11372	0.18495	9.97484
 1620114974	  363388116	0.03494	0.01473	0.64526	0.76301	-0.00639	0.00000	0.00000	0.12031	0.19573	9.95629
 1620114974	  431388116	0.02894	0.01139	0.64543	0.76318	0.00000	0.00000	0.00000	0.10654	0.21069	9.93893
 1620114974	  501388116	0.02276	0.00813	0.64553	0.76335	0.00000	0.00000	-0.00532	0.08619	0.20351	9.96108
 1620114974	  599388116	0.01409	0.00377	0.64544	0.76367	0.00000	0.00000	-0.00532	0.10475	0.21608	9.93833
 1620114974	  765388116	0.01034	0.00105	0.64500	0.76410	0.00000	0.00000	-0.00851	0.09816	0.18854	9.95449
 1620114974	  798388116	0.01108	0.00207	0.64489	0.76419	0.00000	0.00000	-0.00745	0.11073	0.19513	9.94851
 1620114975	  654388116	0.02297	0.05577	0.64180	0.76449	0.00000	0.00000	0.00000	0.10834	0.19872	9.96167
 1620114975	  773388116	0.02057	0.04416	0.64229	0.76490	0.00000	-0.00745	0.00000	0.11492	0.20530	9.97903
 1620114977	   52336025	0.01941	0.03806	0.64251	0.76508	0.00000	-0.00958	0.00000	0.10235	0.18615	9.94372
 1620114977	  194336025	-0.00443	-0.08849	0.64151	0.76197	0.00000	-0.00639	0.00000	0.12330	0.20051	9.98921
 1620114977	  201336025	-0.00175	-0.07497	0.64167	0.76330	0.00000	-0.00426	-0.00851	0.13048	0.18615	9.97484
 1620114977	  216336025	-0.00146	-0.07337	0.64164	0.76348	0.00000	0.00000	-0.01490	0.14006	0.19992	9.96467
 1620114977	  347336025	0.00097	-0.06082	0.64139	0.76480	0.00000	0.00000	-0.01383	0.11133	0.19393	9.93833
 1620114977	  456336025	0.00308	-0.04978	0.64104	0.76588	0.00000	-0.00426	-0.01596	0.15024	0.20171	9.97843
 1620114977	  549336025	0.00472	-0.04127	0.64071	0.76665	0.00000	-0.00426	-0.01490	0.13408	0.19812	9.93294
 1620114978	   52336025	0.00942	0.00308	0.63793	0.77002	0.00000	0.00000	-0.01490	0.10534	0.19154	9.94551
 1620114978	  386212038	0.01210	0.00145	0.63611	0.77150	0.00000	0.00000	-0.01277	0.13048	0.20351	9.93175
 1620114978	  461212038	0.01299	0.00095	0.63571	0.77182	0.00000	0.00000	-0.01383	0.15323	0.21308	9.97305
 1620114978	  564212038	0.01305	0.00348	0.63514	0.77227	0.00426	0.00000	-0.01277	0.12270	0.19393	9.92636
 1620114979	     212038	0.01450	0.00126	0.63336	0.77371	0.00000	-0.00532	-0.00958	0.14724	0.22206	9.96287
 1620114979	  198212038	0.00345	0.00358	0.63277	0.77432	0.00000	-0.00532	-0.00745	0.11612	0.21368	9.93594
 1620114979	  554212038	0.01213	0.00131	0.63235	0.77458	0.00000	0.00000	0.00000	0.14605	0.20231	9.94611
 1620114979	  658212038	0.01099	-0.00194	0.63239	0.77457	0.00000	0.00000	0.00000	0.11672	0.21727	9.95868
 1620114979	  960212038	0.01189	0.00180	0.63235	0.77458	0.00000	0.00000	0.00000	0.12450	0.20949	9.95569
 1620114979	  997212038	0.01213	-0.00068	0.63238	0.77456	0.00000	0.00000	0.00000	0.13467	0.21069	9.94073
 1620114980	   50212038	0.01234	0.00178	0.63235	0.77458	0.00000	0.00000	0.00000	0.12869	0.21548	9.92816
 1620114980	  387212038	0.01019	0.00014	0.63303	0.77406	0.00000	-0.00532	0.00745	0.12809	0.20710	9.94911
 1620114980	  471212038	0.01805	0.00081	0.63322	0.77375	0.00000	-0.00426	0.00851	0.14904	0.20411	9.95689
 1620114980	  564212038	0.01223	0.00125	0.63358	0.77358	0.00000	-0.00639	0.00851	0.13587	0.20470	9.97365
 1620114980	  902239965	0.01162	-0.00007	0.63489	0.77251	0.00000	0.00000	0.01171	0.11313	0.21009	9.95449
 1620114980	  975239965	0.01223	0.00092	0.63523	0.77222	0.00000	0.00000	0.01171	0.14066	0.19932	9.93953
 1620114981	   75239965	0.01174	0.00119	0.63571	0.77183	0.00000	0.00000	0.01277	0.12689	0.18854	9.93654
 1620114981	  389239965	0.01235	0.00090	0.63739	0.77044	0.00000	0.00000	0.01490	0.13647	0.20051	9.94671
 1620114981	  472239965	0.01180	0.00173	0.63788	0.77004	0.00000	0.00000	0.01596	0.13408	0.20291	9.95389
 1620114981	  561239965	0.01176	0.00099	0.63840	0.76961	0.00000	0.00000	0.01596	0.14066	0.18555	9.93773
 1620114981	  924239965	0.01227	0.00080	0.64062	0.76776	-0.00426	0.00000	0.01596	0.13767	0.19213	9.98322
 1620114981	  979239965	0.01184	-0.00126	0.64095	0.76748	-0.00426	0.00000	0.01490	0.12629	0.19992	9.95689
 1620114982	   79239965	0.01149	0.00034	0.64155	0.76699	0.00000	-0.00532	0.01596	0.14784	0.17119	9.95270
 1620114982	  398239965	0.01044	0.00125	0.64333	0.76551	0.00000	0.00000	0.01383	0.14724	0.21129	9.95868
 1620114982	  477239965	0.01078	0.00047	0.64373	0.76517	0.00000	0.00000	0.01277	0.13348	0.18136	9.94192
 1620114982	  569239965	0.01285	0.00073	0.64416	0.76478	0.00000	0.00000	0.01277	0.14485	0.20770	9.96108
 1620114982	  933239965	0.01239	0.00154	0.64587	0.76334	0.00426	0.00000	0.00851	0.12929	0.20231	9.94791
 1620114982	  977239965	0.01019	0.00305	0.64601	0.76325	0.00426	0.00000	0.00958	0.14126	0.20590	9.94671
 1620114983	   77239965	0.01282	0.00199	0.64639	0.76289	0.00000	0.00000	0.00958	0.12749	0.21428	9.94970
 1620114983	  315125926	0.01165	0.00185	0.64710	0.76230	0.00000	0.00000	0.00639	0.12390	0.19932	9.93414
 1620114983	  344125926	0.01297	0.00079	0.64719	0.76221	0.00000	0.00000	0.00745	0.15682	0.20650	9.95210
 1620114983	  458125926	0.01179	0.00108	0.64738	0.76207	0.00000	-0.00532	0.00426	0.13647	0.18615	9.96826
 1620114983	  563125926	0.00920	0.00236	0.64741	0.76208	0.00000	-0.00426	0.00000	0.10654	0.18794	9.96108
 1620114983	  808125926	0.01129	0.00083	0.64741	0.76205	0.00000	-0.00426	0.00000	0.13647	0.20231	9.93294
 1620114983	  862125926	0.01329	0.00118	0.64739	0.76204	0.00000	0.00000	0.00000	0.13228	0.19273	9.93055
 1620114983	  953125926	0.01222	0.00164	0.64739	0.76205	0.00000	0.00000	0.00000	0.13408	0.19752	9.93474
 1620114984	   56125926	0.01400	0.00288	0.64736	0.76204	0.00000	0.00000	0.00000	0.13827	0.20889	9.94911
 1620114984	  328125926	0.00004	0.00776	0.64725	0.76223	0.00000	0.00000	-0.00532	0.11971	0.19213	9.96108
 1620114984	  371125926	0.00375	0.00568	0.64720	0.76228	0.00000	0.00426	-0.00532	0.12390	0.19992	9.92576
 1620114984	  435125926	0.00933	0.00268	0.64707	0.76236	0.00000	0.00426	-0.00639	0.11851	0.20530	9.94851
 1620114984	  565125926	0.01007	0.00046	0.64672	0.76266	0.00000	0.00000	-0.00745	0.12390	0.19513	9.92397
 1620114984	  833125926	0.01161	0.00158	0.64586	0.76336	0.00000	0.00000	-0.01064	0.12270	0.20530	9.92995
 1620114984	  860125926	0.00959	0.00158	0.64574	0.76349	0.00000	0.00000	-0.01064	0.10594	0.19632	9.99160
 1620114984	  958125926	0.01126	0.00656	0.64528	0.76383	0.00000	0.00000	-0.01064	0.13587	0.20411	9.96227
 1620114985	   58125926	0.01169	0.00115	0.64495	0.76413	0.00000	-0.00532	-0.01171	0.12629	0.20770	9.96108
 1620114985	  439125926	0.00852	0.00061	0.64310	0.76573	0.00000	0.00000	-0.01383	0.14305	0.20231	9.94551
 1620114985	  464125926	0.01096	0.00155	0.64294	0.76583	0.00000	0.00000	-0.01383	0.13048	0.21488	9.95030
 1620114985	  553125926	0.01204	0.00192	0.64244	0.76624	0.00000	0.00000	-0.01490	0.12390	0.20830	9.94611
 1620114985	  992031068	0.01284	0.00412	0.64009	0.76818	0.00000	0.00000	-0.01277	0.13946	0.21967	9.97065
 1620114986	   50031068	0.01233	0.00178	0.63982	0.76842	0.00000	0.00000	-0.01277	0.12629	0.21668	9.99160
 1620114986	  390031068	0.01369	0.00128	0.63799	0.76992	0.00000	0.00000	-0.01171	0.12989	0.21308	9.94491
 1620114986	  443031068	0.01202	0.00203	0.63778	0.77012	0.00000	0.00000	-0.01171	0.11552	0.21009	9.95868
 1620114986	  562031068	0.01728	0.00581	0.63717	0.77050	0.00000	0.00000	-0.01064	0.12091	0.21847	9.96527
 1620114986	  958031068	0.01262	-0.00005	0.63582	0.77173	0.00000	0.00000	-0.00851	0.14186	0.21129	9.92037
 1620114987	   55031068	0.01247	0.00188	0.63550	0.77199	0.00000	0.00000	-0.00639	0.12270	0.20830	9.95150
 1620114987	  417031068	0.01539	-0.00227	0.63498	0.77237	0.00000	0.00000	0.00000	0.12749	0.19273	9.97005
 1620114987	  450031068	0.01334	0.00025	0.63497	0.77241	0.00000	0.00000	0.00000	0.13168	0.21129	9.93534
 1620114987	  564031068	0.01485	0.00286	0.63493	0.77241	0.00000	0.00000	0.00000	0.13707	0.21129	9.99220
 1620114988	    3031068	0.00942	0.00247	0.63500	0.77245	0.00000	0.00000	0.00000	0.11791	0.20231	9.94551
 1620114988	   41031068	0.01171	0.00208	0.63499	0.77242	0.00000	0.00000	0.00000	0.11432	0.19932	9.94911
 1620114988	  325299953	0.00771	0.00030	0.63547	0.77208	0.00000	-0.00532	0.00532	0.15622	0.19573	9.95449
 1620114988	  343299953	0.00936	0.00093	0.63550	0.77204	0.00000	-0.00426	0.00639	0.11073	0.20111	9.95329
 1620114988	  451299953	0.01467	0.00279	0.63575	0.77175	0.00000	0.00000	0.00745	0.12869	0.20650	9.94252
 1620114988	  558299953	0.01126	0.00142	0.63614	0.77149	-0.00426	0.00000	0.00851	0.11971	0.19453	9.97843
 1620114988	  791299953	0.01259	0.00138	0.63695	0.77079	0.00000	0.00000	0.01064	0.14664	0.22027	9.93354
 1620114988	  819299953	0.01437	0.00008	0.63705	0.77068	0.00000	0.00000	0.00958	0.14784	0.22087	9.94911
 1620114988	  958299953	0.01179	-0.00170	0.63769	0.77020	0.00000	0.00000	0.01064	0.12151	0.21847	9.95988
 1620114989	   71299953	0.01523	0.00179	0.63815	0.76976	0.00000	0.00000	0.01171	0.14066	0.22565	9.94132
 1620114989	  315299953	0.01243	0.00134	0.63937	0.76879	0.00000	0.00000	0.01171	0.13886	0.21727	9.97484
 1620114989	  351299953	0.01122	0.00315	0.63954	0.76866	0.00000	0.00000	0.01383	0.11432	0.20770	9.95689
 1620114989	  457299953	0.01160	0.00124	0.64015	0.76816	0.00000	0.00000	0.01490	0.12809	0.19393	9.95329
 1620114989	  555299953	0.01117	0.00202	0.64066	0.76773	0.00000	0.00000	0.01490	0.10475	0.18615	9.95509
 1620114989	  911299953	0.01202	0.00103	0.64259	0.76611	0.00000	-0.00426	0.01490	0.12929	0.20949	9.95210
 1620114989	  965299953	0.01044	-0.00018	0.64293	0.76584	0.00000	-0.00426	0.01490	0.12989	0.18256	9.93115
 1620114990	   52299953	0.01133	0.00165	0.64336	0.76547	0.00000	0.00000	0.01383	0.12390	0.19812	9.95748
 1620114990	  292299953	0.01094	0.00061	0.64465	0.76439	0.00000	0.00000	0.01277	0.12390	0.20949	9.95150
 1620114990	  358299953	0.01069	0.00226	0.64496	0.76413	0.00000	0.00000	0.01277	0.12809	0.16819	9.95389
 1620114990	  462299953	0.01540	0.00191	0.64538	0.76370	0.00000	0.00000	0.01171	0.12989	0.21488	9.92576
 1620114990	  554299953	0.00714	0.00280	0.64587	0.76340	0.00000	0.00000	0.01171	0.11372	0.20411	9.94491
 1620114990	  858959917	0.00926	-0.00027	0.64709	0.76235	0.00000	0.00000	0.00851	0.12809	0.19273	9.97484
 1620114990	  873959917	0.01054	0.00076	0.64713	0.76230	0.00000	0.00000	0.00851	0.12450	0.19812	9.94611
 1620114990	  961959917	0.01136	0.00169	0.64741	0.76205	0.00000	0.00000	0.00745	0.12091	0.19573	9.96706
 1620114991	   81959917	0.01128	0.00343	0.64771	0.76179	-0.00426	0.00000	0.00745	0.12091	0.20051	9.98023
 1620114991	  465959917	0.01158	0.00085	0.64838	0.76122	0.00000	0.00000	0.00426	0.13827	0.19932	9.95210
 1620114991	  572959917	0.01102	0.00317	0.64844	0.76117	-0.00745	0.00000	0.00000	0.14605	0.19273	9.94372
