Sec	Nsec	OrientX	OrientY	OrientZ	OrientW	AngVelX	AngVelY	AngVelZ	AccX	AccY	AccZ
 1620114657	  247024919	0.01245	0.01026	0.54338	0.83933	0.00000	0.00000	0.00000	0.00120	0.36093	9.96407
 1620114657	  348024919	0.01494	0.00948	0.54339	0.83929	0.00000	0.00000	0.00000	0.00479	0.35674	9.94192
 1620114657	  450024919	0.01497	0.00705	0.54343	0.83929	0.00000	0.00000	0.00000	0.01257	0.36152	9.96766
 1620114657	  551024919	0.01627	0.01015	0.54337	0.83927	0.00000	0.00000	0.00000	0.02394	0.35374	9.96287
 1620114657	  653024919	0.01661	0.00740	0.54342	0.83926	0.00000	0.00000	0.00000	0.03172	0.36332	9.95808
 1620114657	  754024919	0.01564	0.01064	0.54337	0.83928	0.00000	0.00000	0.00000	0.03771	0.36392	9.97005
 1620114657	  822024919	0.01469	0.00970	0.54339	0.83929	0.00000	0.00000	0.00000	0.02693	0.36452	9.98741
 1620114658	   41024919	0.01513	0.00946	0.54345	0.83925	0.00000	0.00000	0.00000	0.01377	0.36152	9.93833
 1620114658	   75024919	0.02448	0.00230	0.54353	0.83902	0.00000	0.00000	0.00000	0.02454	0.36152	9.93953
 1620114658	  143024919	0.01927	0.00660	0.54349	0.83917	0.00000	0.00000	0.00000	0.01317	0.36392	9.92576
 1620114658	  244024919	0.01658	0.00862	0.54346	0.83922	0.00000	0.00000	0.00000	0.02035	0.36392	9.95090
 1620114658	  346024919	0.01777	0.01033	0.54342	0.83920	0.00000	0.00000	0.00000	0.02873	0.37409	9.95868
 1620114658	  447024919	0.01501	0.00828	0.54346	0.83925	0.00000	0.00000	0.00000	0.00838	0.36990	9.94970
 1620114658	  549024919	0.01794	0.00998	0.54343	0.83920	0.00000	0.00000	0.00000	0.02634	0.35733	9.96706
 1620114658	  650024919	0.01565	0.00774	0.54347	0.83924	0.00000	0.00000	0.00000	0.02873	0.37888	9.95090
 1620114658	  718024919	0.01519	0.00793	0.54347	0.83925	0.00000	0.00000	0.00000	0.01975	0.35913	9.91798
 1620114658	  853024919	0.01424	0.00906	0.54345	0.83927	0.00000	0.00000	0.00000	0.01796	0.36332	9.93953
 1620114658	  955024919	0.01767	0.00898	0.54345	0.83921	0.00000	0.00000	0.00000	0.01736	0.35434	9.97724
 1620114659	   70232946	0.01430	0.00928	0.54344	0.83927	0.00000	0.00000	0.00000	0.02873	0.37649	9.94791
 1620114659	  172232946	0.01756	0.00895	0.54345	0.83920	0.00000	0.00000	0.00000	0.02753	0.34716	9.97125
 1620114659	  273232946	0.01532	0.01285	0.54338	0.83925	-0.00426	0.00000	0.00000	0.00539	0.39684	9.93354
 1620114659	  375232946	0.01621	0.00896	0.54345	0.83923	-0.00426	0.00000	0.00000	0.02454	0.37230	9.94491
 1620114659	  442232946	0.01607	0.00893	0.54345	0.83924	-0.00426	0.00000	0.00000	0.01317	0.33938	9.93594
 1620114659	  578232946	0.01672	0.00896	0.54345	0.83922	0.00000	0.00000	0.00000	0.02634	0.37709	9.95270
 1620114659	  645232946	0.01638	0.00951	0.54344	0.83923	0.00000	0.00000	0.00000	0.02095	0.33998	9.96467
 1620114659	  747232946	0.01760	0.00685	0.54349	0.83920	0.00000	0.00000	0.00000	0.02095	0.38307	9.93534
 1620114659	  848232946	0.01537	0.00937	0.54345	0.83924	0.00000	0.00000	0.00000	0.02514	0.36152	9.97365
