Sec	Nsec	OrientX	OrientY	OrientZ	OrientW	AngVelX	AngVelY	AngVelZ	AccX	AccY	AccZ
 1620117209	  742029043	-0.00027	0.02293	0.70285	0.71096	0.00000	0.00000	0.00000	-0.32741	0.32262	9.94851
 1620117209	  942029043	-0.00280	0.02057	0.70284	0.71104	0.00000	0.00000	0.00000	-0.33279	0.27234	9.93115
 1620117210	  236029043	-0.00055	0.02373	0.70281	0.71098	0.00000	0.00000	0.00000	-0.33519	0.33220	9.95689
 1620117210	  277029043	-0.00134	0.02294	0.70281	0.71100	0.00000	0.00000	0.00000	-0.34477	0.30287	9.95030
 1620117210	  335029043	0.00044	0.02409	0.70282	0.71096	0.00000	0.00000	0.00000	-0.33878	0.29987	9.93773
 1620117210	  748029043	-0.00143	0.02311	0.70280	0.71101	0.00000	0.00000	0.00000	-0.34417	0.29688	9.91618
 1620117210	  833029043	-0.00050	0.02265	0.70282	0.71100	0.00000	0.00000	0.00000	-0.33459	0.30406	9.93235
 1620117211	  120029043	0.00004	0.02103	0.70285	0.71102	0.00000	0.00000	0.00000	-0.32382	0.29449	9.93893
 1620117211	  140029043	-0.00027	0.02234	0.70282	0.71101	0.00000	0.00000	0.00000	-0.32681	0.30765	9.92277
 1620117211	  221029043	-0.00055	0.02251	0.70282	0.71101	0.00000	0.00000	0.00000	-0.32801	0.30706	9.93294
 1620117211	  347303079	-0.00008	0.02298	0.70282	0.71099	0.00000	0.00000	0.00000	-0.33459	0.31005	9.95389
 1620117211	  696303079	-0.00106	0.02605	0.70275	0.71095	0.00000	0.00000	0.00000	-0.33220	0.30885	9.91199
 1620117211	  729303079	-0.00156	0.02284	0.70279	0.71102	0.00000	0.00000	0.00000	-0.34955	0.28850	9.92277
 1620117211	  826303079	-0.00125	0.02244	0.70280	0.71102	0.00000	0.00000	0.00000	-0.33459	0.29509	9.92935
 1620117212	  209303079	-0.00264	0.02235	0.70278	0.71105	0.00000	0.00000	0.00000	-0.35015	0.30167	9.93055
 1620117212	  229303079	-0.00126	0.02226	0.70280	0.71103	0.00000	0.00000	0.00000	-0.32801	0.29808	9.91140
 1620117212	  318303079	-0.00163	0.02274	0.70279	0.71102	0.00000	0.00000	0.00000	-0.35135	0.32741	9.89763
 1620117212	  670303079	-0.00055	0.02352	0.70280	0.71099	0.00000	0.00000	0.00000	-0.33519	0.29030	9.89344
 1620117212	  730303079	-0.00148	0.02217	0.70281	0.71103	0.00000	0.00000	0.00000	-0.32501	0.32561	9.92696
 1620117212	  841303079	-0.00052	0.02344	0.70281	0.71099	0.00000	0.00000	0.00000	-0.33639	0.32741	9.91319
 1620117213	  253303079	-0.00214	0.02356	0.70278	0.71101	0.00000	0.00000	0.00000	-0.33399	0.30526	9.92816
 1620117213	  327303079	0.00137	0.02116	0.70287	0.71099	0.00000	0.00000	0.00000	-0.32322	0.31184	9.92636
 1620117213	  686303079	-0.00069	0.02258	0.70281	0.71101	0.00000	0.00000	0.00000	-0.32860	0.30347	9.91798
 1620117213	  729303079	0.00082	0.01985	0.70288	0.71103	0.00000	0.00000	0.00000	-0.31723	0.30406	9.91978
 1620117213	  840423067	-0.00021	0.02292	0.70281	0.71100	0.00000	0.00000	0.00000	-0.33519	0.30347	9.92576
 1620117214	  150423067	-0.00292	0.02271	0.70277	0.71104	0.00000	0.00000	0.00000	-0.33639	0.28551	9.95868
 1620117214	  223423067	-0.00045	0.02436	0.70279	0.71098	0.00000	0.00000	0.00000	-0.35075	0.33399	9.93294
 1620117214	  356423067	0.00013	0.02441	0.70279	0.71097	0.00000	0.00000	0.00000	-0.33758	0.31184	9.92516
 1620117214	  606423067	-0.00098	0.02259	0.70280	0.71102	0.00000	0.00000	0.00000	-0.33938	0.30825	9.95150
 1620117214	  626423067	-0.00039	0.02243	0.70281	0.71101	0.00000	0.00000	0.00000	-0.31783	0.31244	9.95808
 1620117214	  747423067	-0.00072	0.02263	0.70280	0.71102	0.00000	0.00000	0.00000	-0.34716	0.31244	9.91439
 1620117214	  828423067	-0.00178	0.02272	0.70279	0.71103	0.00000	0.00000	0.00000	-0.34177	0.28730	9.91798
 1620117215	  217423067	-0.00123	0.02280	0.70279	0.71102	0.00000	0.00000	0.00000	-0.33519	0.30347	9.93594
 1620117215	  235423067	-0.00048	0.02271	0.70281	0.71101	0.00000	0.00000	0.00000	-0.32860	0.32142	9.91738
 1620117215	  344423067	-0.00192	0.02077	0.70281	0.71107	0.00000	0.00000	0.00000	-0.35135	0.30047	9.93175
 1620117215	  687423067	-0.00115	0.02261	0.70280	0.71103	0.00000	0.00000	0.00000	-0.34357	0.30287	9.94731
 1620117215	  735423067	-0.00095	0.02311	0.70279	0.71101	0.00000	0.00000	0.00000	-0.32681	0.30706	9.92097
 1620117215	  824423067	-0.00126	0.02289	0.70279	0.71102	0.00000	0.00000	0.00000	-0.34297	0.29987	9.92157
 1620117216	  142423067	0.00075	0.02183	0.70284	0.71101	0.00000	0.00000	0.00000	-0.34237	0.31184	9.93654
 1620117216	  229423067	-0.00003	0.02241	0.70282	0.71101	0.00000	0.00000	0.00000	-0.32621	0.29449	9.92935
 1620117216	  320454092	-0.00161	0.02208	0.70279	0.71104	0.00000	0.00000	0.00000	-0.33519	0.29090	9.92756
 1620117216	  617454092	-0.00244	0.02860	0.70267	0.71093	0.00000	0.00000	0.00000	-0.35434	0.30825	9.94491
 1620117216	  637454092	-0.00189	0.02653	0.70272	0.71097	0.00000	0.00000	0.00000	-0.33100	0.29928	9.92576
 1620117216	  717454092	-0.00130	0.02300	0.70278	0.71102	0.00000	0.00000	0.00000	-0.33519	0.30167	9.93115
 1620117216	  830454092	-0.00157	0.02383	0.70277	0.71101	0.00000	0.00000	0.00000	-0.34656	0.30765	9.94671
 1620117217	  166454092	-0.00188	0.02231	0.70278	0.71105	0.00000	0.00000	0.00000	-0.32382	0.29987	9.91678
 1620117217	  247454092	-0.00261	0.02154	0.70278	0.71107	0.00000	0.00000	0.00000	-0.32980	0.30706	9.90002
 1620117217	  300454092	-0.00077	0.02282	0.70280	0.71102	0.00000	0.00000	0.00000	-0.33160	0.30466	9.91319
 1620117217	  623454092	-0.00105	0.02380	0.70277	0.71101	0.00000	0.00000	0.00000	-0.35255	0.31663	9.93594
 1620117217	  704454092	-0.00113	0.02307	0.70278	0.71102	0.00000	0.00000	0.00000	-0.34357	0.30526	9.93115
 1620117217	  836454092	-0.00253	0.02365	0.70275	0.71103	0.00000	0.00000	0.00000	-0.33639	0.31484	9.92337
 1620117218	  105454092	0.00164	0.02342	0.70283	0.71097	0.00000	0.00000	0.00000	-0.34177	0.31663	9.90900
 1620117218	  143454092	-0.00010	0.02332	0.70280	0.71100	0.00000	0.00000	0.00000	-0.33399	0.32022	9.92636
 1620117218	  255454092	-0.00072	0.02566	0.70275	0.71097	0.00000	0.00000	0.00000	-0.35374	0.31484	9.93235
 1620117218	  327454092	-0.00273	0.02202	0.70278	0.71106	0.00000	0.00000	0.00000	-0.32501	0.31184	9.92875
 1620117218	  665454092	-0.00038	0.02189	0.70282	0.71103	0.00000	0.00000	0.00000	-0.31663	0.29808	9.94372
 1620117218	  738454092	-0.00009	0.02344	0.70280	0.71100	0.00000	0.00000	0.00000	-0.34237	0.30406	9.91738
 1620117218	  831978944	-0.00151	0.02331	0.70278	0.71102	0.00000	0.00000	0.00000	-0.34536	0.30646	9.92935
 1620117219	  196978944	-0.00034	0.02331	0.70279	0.71100	0.00000	0.00000	0.00000	-0.33818	0.31304	9.90960
 1620117219	  234978944	-0.00179	0.02183	0.70279	0.71105	0.00000	0.00000	0.00000	-0.32920	0.31184	9.92157
 1620117219	  325978944	-0.00079	0.02268	0.70280	0.71102	0.00000	0.00000	0.00000	-0.33818	0.30347	9.92816
 1620117219	  615978944	0.00436	0.02205	0.70288	0.71094	0.00000	0.00000	0.00000	-0.33639	0.30107	9.90661
 1620117219	  640978944	0.00236	0.02242	0.70285	0.71098	0.00000	0.00000	0.00000	-0.33639	0.30287	9.89284
 1620117219	  734978944	-0.00027	0.02244	0.70281	0.71102	0.00000	0.00000	0.00000	-0.32801	0.31184	9.91678
 1620117219	  846978944	-0.00277	0.02221	0.70277	0.71106	0.00000	0.00000	0.00000	-0.33818	0.32022	9.93893
 1620117220	  147978944	-0.00116	0.02352	0.70278	0.71102	0.00000	0.00000	0.00000	-0.34417	0.32860	9.91738
 1620117220	  233978944	-0.00102	0.02332	0.70278	0.71102	0.00000	0.00000	0.00000	-0.34357	0.30885	9.88506
 1620117220	  602978944	0.00014	0.02383	0.70279	0.71099	0.00000	0.00000	0.00000	-0.32082	0.30945	9.91678
 1620117220	  622978944	-0.00038	0.02264	0.70280	0.71102	0.00000	0.00000	0.00000	-0.32801	0.28611	9.93953
 1620117220	  630978944	-0.00053	0.02304	0.70279	0.71101	0.00000	0.00000	0.00000	-0.33459	0.31783	9.93235
 1620117220	  740978944	0.00058	0.02519	0.70278	0.71096	0.00000	0.00000	0.00000	-0.33698	0.30885	9.91738
 1620117220	  827978944	0.00037	0.02110	0.70284	0.71103	0.00000	0.00000	0.00000	-0.31424	0.31723	9.90721
 1620117220	  918978944	-0.00070	0.02319	0.70279	0.71102	0.00000	0.00000	0.00000	-0.33758	0.31663	9.91379
 1620117221	   59978944	0.00424	0.01321	0.70298	0.71107	0.00000	0.00000	0.00000	-0.31723	0.32741	9.93175
 1620117221	  125978944	0.00108	0.01896	0.70287	0.71105	0.00000	0.00000	0.00000	-0.35195	0.29928	9.93115
 1620117221	  227978944	-0.00034	0.02728	0.70272	0.71094	0.00000	0.00000	0.00000	-0.34417	0.30167	9.94312
 1620117221	  327372905	-0.00026	0.02195	0.70281	0.71103	0.00000	0.00000	0.00000	-0.31005	0.31424	9.95210
 1620117221	  449372905	-0.00265	0.02143	0.70278	0.71108	0.00000	0.00000	0.00000	-0.32681	0.30227	9.94432
 1620117221	  522372905	-0.00312	0.02286	0.70275	0.71106	0.00000	0.00000	0.00000	-0.33639	0.30406	9.94731
 1620117221	  626372905	-0.00051	0.02315	0.70279	0.71102	0.00000	0.00000	0.00000	-0.33758	0.31963	9.95090
 1620117221	  740372905	0.00224	0.02450	0.70281	0.71095	0.00000	0.00000	0.00000	-0.32322	0.34297	9.97125
 1620117221	  821372905	-0.00022	0.02166	0.70281	0.71104	0.00000	0.00000	0.00000	-0.32681	0.31663	9.94372
 1620117221	  921372905	-0.00116	0.02317	0.70277	0.71103	0.00000	0.00000	0.00000	-0.35853	0.30466	9.93534
 1620117222	   61372905	0.00050	0.02033	0.70284	0.71105	0.00000	0.00000	0.00000	-0.33698	0.30167	9.94132
 1620117222	  125372905	-0.00214	0.02401	0.70275	0.71102	0.00000	0.00000	0.00000	-0.35015	0.28970	9.91738
 1620117222	  234372905	-0.00182	0.02070	0.70280	0.71108	0.00000	0.00000	0.00000	-0.34297	0.29987	9.91140
 1620117222	  332372905	0.00107	0.02333	0.70281	0.71099	0.00000	0.00000	0.00000	-0.34237	0.29389	9.91618
 1620117222	  431372905	0.00021	0.02264	0.70281	0.71101	0.00000	0.00000	0.00000	-0.32801	0.29269	9.94192
 1620117222	  512372905	-0.00106	0.02271	0.70279	0.71103	0.00000	0.00000	0.00000	-0.33399	0.29329	9.93414
 1620117222	  626372905	0.00110	0.02395	0.70280	0.71098	0.00000	0.00000	0.00000	-0.33040	0.29269	9.96048
 1620117222	  732372905	0.00524	0.02438	0.70285	0.71089	0.00000	0.00000	0.00000	-0.32561	0.32322	9.89643
 1620117222	  827372905	-0.00128	0.02259	0.70278	0.71104	0.00000	0.00000	0.00000	-0.33399	0.29449	9.94911
 1620117222	  923372905	-0.00123	0.02236	0.70279	0.71104	0.00000	0.00000	0.00000	-0.33279	0.29269	9.94671
 1620117223	   72372905	-0.00029	0.03122	0.70265	0.71085	0.00000	0.00000	0.00000	-0.32801	0.30646	9.92157
 1620117223	  143372905	-0.00056	0.02467	0.70277	0.71099	0.00000	0.00000	0.00000	-0.33160	0.30765	9.96527
 1620117223	  220372905	0.00127	0.02397	0.70281	0.71097	0.00000	0.00000	0.00000	-0.33639	0.30107	9.92875
 1620117223	  364372905	-0.00229	0.01871	0.70282	0.71111	0.00000	0.00000	0.00000	-0.32142	0.29269	9.93833
