Sec	Nsec	OrientX	OrientY	OrientZ	OrientW	AngVelX	AngVelY	AngVelZ	AccX	AccY	AccZ
 1620113510	  797063970	0.00868	-0.00772	0.10871	0.99400	-0.01596	0.00745	0.01596	0.13707	0.14365	9.92397
 1620113510	  898063970	0.00665	-0.00674	0.10952	0.99393	-0.00958	0.00426	0.01596	0.14724	0.14305	9.96467
 1620113511	   41063970	0.00700	-0.00734	0.11006	0.99387	0.00000	0.00000	0.01596	0.14126	0.14724	9.96287
 1620113511	   75063970	0.01419	0.00090	0.11082	0.99373	0.00000	0.00000	0.01596	0.12031	0.16640	9.95629
 1620113511	  177063970	0.00784	-0.00712	0.11176	0.99367	0.00000	-0.00532	0.01703	0.14245	0.15323	9.97245
 1620113511	  278063970	0.01039	-0.00672	0.11258	0.99356	0.00639	-0.00958	0.01596	0.13946	0.15921	9.95389
 1620113511	  414063970	0.00841	-0.00344	0.11377	0.99346	0.00851	-0.00958	0.01809	0.11911	0.14425	9.98622
 1620113511	  481063970	0.00965	-0.00388	0.11433	0.99338	0.00639	-0.00958	0.01703	0.12629	0.16700	9.99459
 1620113511	  583063970	0.00819	-0.00716	0.11520	0.99328	0.00000	-0.00639	0.01596	0.14425	0.15981	9.95030
 1620113511	  684063970	0.00611	-0.00355	0.11599	0.99322	0.00000	0.00000	0.01596	0.13228	0.13228	9.95509
 1620113511	  786063970	0.00803	-0.00606	0.11684	0.99310	0.00745	0.00000	0.01596	0.13946	0.12869	9.98981
 1620113511	  884004108	0.00985	-0.00875	0.11765	0.99296	0.01596	0.00000	0.01596	0.14844	0.13587	9.97903
 1620113512	   65004108	0.00799	-0.00609	0.11845	0.99290	0.01703	0.00000	0.01490	0.13168	0.17657	10.01076
 1620113512	   99004108	0.01904	-0.00130	0.11918	0.99268	0.01277	0.00426	0.01490	0.13408	0.16221	9.97005
 1620113512	  200004108	0.01012	-0.00546	0.12001	0.99270	0.00000	0.00639	0.01383	0.14724	0.15802	9.98083
 1620113512	  302004108	0.00891	-0.00719	0.12065	0.99262	0.00000	0.00532	0.01064	0.13886	0.15682	9.98562
 1620113512	  403004108	0.00750	-0.00389	0.12121	0.99259	-0.00426	0.00000	0.01171	0.13467	0.15921	9.97185
 1620113512	  471004108	0.00882	-0.00385	0.12153	0.99254	-0.00958	0.00000	0.00958	0.13288	0.15742	9.97903
 1620113512	  572004108	0.00704	-0.00719	0.12201	0.99247	-0.01064	0.00000	0.00851	0.13108	0.13587	9.97664
 1620113512	  674004108	0.00541	-0.00620	0.12238	0.99244	-0.00639	-0.00532	0.00745	0.13587	0.13467	9.96108
 1620113512	  775004108	0.00823	-0.00600	0.12270	0.99239	0.00000	-0.00639	0.00639	0.13827	0.14904	9.98681
 1620113512	  979004108	0.00841	-0.00706	0.12301	0.99234	-0.01277	-0.00851	0.00000	0.14126	0.16700	9.93953
 1620113515	  205426929	0.00998	-0.00666	0.11489	0.99330	-0.01064	0.00745	-0.01596	0.13288	0.16281	9.97544
